agent_type,placement_method,game_id,agent_won,turns,agent_hits,player_hits,agent_sunk,player_sunk
random,edges,61,false,85,14,17,2,5
random,edges,62,true,95,17,16,5,4
random,edges,63,false,93,15,17,4,5
random,edges,64,true,93,17,16,5,4
random,edges,65,false,92,16,17,4,5
random,edges,66,false,97,16,17,4,5
random,edges,67,true,88,17,15,5,3
random,edges,68,false,98,16,17,4,5
random,edges,69,false,90,16,17,4,5
random,edges,70,true,93,17,16,5,4
random,edges,71,false,93,15,17,3,5
random,edges,72,true,95,17,15,5,3
random,edges,73,true,97,17,16,5,4
random,edges,74,false,96,15,17,3,5
random,edges,75,false,86,15,17,3,5
random,edges,76,true,90,17,16,5,4
random,edges,77,true,96,17,16,5,4
random,edges,78,false,84,16,17,4,5
random,edges,79,true,94,17,16,5,4
random,edges,80,false,99,16,17,4,5
random,edges,81,false,93,16,17,4,5
random,edges,82,true,99,17,16,5,4
random,edges,83,true,99,17,16,5,4
random,edges,84,true,95,17,15,5,3
random,edges,85,false,98,16,17,4,5
random,edges,86,false,85,13,17,2,5
random,edges,87,false,94,15,17,3,5
random,edges,88,false,79,12,17,2,5
random,edges,89,true,100,17,16,5,4
random,edges,90,false,93,16,17,4,5
random,edges,91,true,91,17,16,5,4
random,edges,92,true,97,17,15,5,3
random,edges,93,true,95,17,15,5,3
random,edges,94,true,79,17,14,5,2
random,edges,95,false,95,16,17,4,5
random,edges,96,true,100,17,16,5,4
random,edges,97,true,73,17,12,5,1
random,edges,98,false,95,16,17,4,5
random,edges,99,true,100,17,16,5,4
random,corners,0,false,92,14,17,3,5
random,corners,1,true,86,17,14,5,2
random,corners,2,false,93,16,17,4,5
random,corners,3,false,95,15,17,4,5
random,corners,4,true,89,17,13,5,2
random,corners,5,false,98,16,17,4,5
random,corners,6,false,98,16,17,4,5
random,corners,7,true,96,17,15,5,3
random,corners,8,false,97,16,17,4,5
random,corners,9,true,86,17,16,5,4
random,corners,10,false,87,15,17,3,5
random,corners,11,true,99,17,16,5,4
random,corners,12,true,96,17,16,5,4
random,corners,13,false,98,16,17,4,5
random,corners,14,true,92,17,13,5,1
random,corners,15,false,89,15,17,4,5
random,corners,16,false,98,16,17,4,5
random,corners,17,true,95,17,14,5,2
random,corners,18,false,93,15,17,3,5
random,corners,19,false,99,16,17,4,5
random,corners,20,true,96,17,15,5,3
random,corners,21,false,96,16,17,4,5
random,corners,22,true,97,17,16,5,4
random,corners,23,true,92,17,16,5,4
random,corners,24,false,92,16,17,4,5
random,corners,25,true,93,17,15,5,4
random,corners,26,true,99,17,16,5,4
random,corners,27,false,96,16,17,4,5
