agent_type,placement_method,game_id,agent_won,turns,agent_hits,player_hits,agent_sunk,player_sunk
random,dense_center,0,false,97,16,17,4,5
random,dense_center,1,false,98,16,17,4,5
random,dense_center,2,true,93,17,15,5,3
random,dense_center,3,true,95,17,16,5,4
random,dense_center,4,true,86,17,16,5,4
random,dense_center,5,false,94,16,17,4,5
random,dense_center,6,true,93,17,16,5,4
random,dense_center,7,false,94,16,17,4,5
random,dense_center,8,true,93,17,16,5,4
random,dense_center,9,true,91,17,14,5,2
random,dense_center,10,true,99,17,16,5,4
random,dense_center,11,false,96,16,17,4,5
random,dense_center,12,false,92,15,17,3,5
random,dense_center,13,false,85,13,17,2,5
random,dense_center,14,true,92,17,16,5,4
random,dense_center,15,false,95,16,17,4,5
random,dense_center,16,false,93,14,17,2,5
random,dense_center,17,true,98,17,14,5,2
random,dense_center,18,false,89,16,17,4,5
random,dense_center,19,true,99,17,16,5,4
random,dense_center,20,true,91,17,16,5,4
random,dense_center,21,false,87,16,17,4,5
random,dense_center,22,true,98,17,16,5,4
random,dense_center,23,true,95,17,15,5,3
random,dense_center,24,false,96,16,17,4,5
random,dense_center,25,false,95,16,17,4,5
random,dense_center,26,true,93,17,16,5,4
random,dense_center,27,false,98,16,17,4,5
random,dense_center,28,true,93,17,14,5,2
random,dense_center,29,true,98,17,16,5,4
random,dense_center,30,false,93,16,17,4,5
random,dense_center,31,false,95,16,17,4,5
random,dense_center,32,true,94,17,16,5,4
random,dense_center,33,true,85,17,15,5,3
random,dense_center,34,false,92,16,17,4,5
random,dense_center,35,true,89,17,15,5,3
random,dense_center,36,true,91,17,13,5,1
random,dense_center,37,false,97,16,17,4,5
random,dense_center,38,false,97,15,17,3,5
random,dense_center,39,true,98,17,16,5,4
random,dense_center,40,false,98,16,17,4,5
random,dense_center,41,true,98,17,16,5,4
random,dense_center,42,true,93,17,15,5,3
random,dense_center,43,true,100,17,16,5,4
random,dense_center,44,true,91,17,16,5,4
random,dense_center,45,false,94,16,17,4,5
random,dense_center,46,true,95,17,15,5,3
random,dense_center,47,false,87,15,17,3,5
random,dense_center,48,false,96,16,17,4,5
random,dense_center,49,true,89,17,16,5,4
random,dense_center,50,true,86,17,13,5,2
random,dense_center,51,false,95,15,17,3,5
random,dense_center,52,false,92,16,17,4,5
random,dense_center,53,false,84,13,17,2,5
random,dense_center,54,true,93,17,15,5,3
random,dense_center,55,true,96,17,16,5,4
random,dense_center,56,true,84,17,15,5,3
random,dense_center,57,false,98,16,17,4,5
random,dense_center,58,true,95,17,16,5,4
random,dense_center,59,true,86,17,14,5,2
random,dense_center,60,true,99,17,16,5,4
random,dense_center,61,true,93,17,13,5,3
random,dense_center,62,true,91,17,14,5,3
random,dense_center,63,true,90,17,16,5,4
random,dense_center,64,true,77,17,13,5,2
random,dense_center,65,true,92,17,16,5,4
random,dense_center,66,false,93,15,17,3,5
random,dense_center,67,false,85,16,17,4,5
random,dense_center,68,false,89,16,17,4,5
random,dense_center,69,true,94,17,16,5,4
random,dense_center,70,true,89,17,15,5,3
random,dense_center,71,true,77,17,7,5,0
random,dense_center,72,false,90,16,17,4,5
random,dense_center,73,false,78,13,17,2,5
random,dense_center,74,true,97,17,15,5,3
random,dense_center,75,false,98,16,17,4,5
random,dense_center,76,true,95,17,16,5,4
random,dense_center,77,true,85,17,15,5,4
random,dense_center,78,false,90,16,17,4,5
random,dense_center,79,true,84,17,15,5,3
random,dense_center,80,true,95,17,16,5,4
random,dense_center,81,false,85,16,17,4,5
random,dense_center,82,true,98,17,16,5,4
random,dense_center,83,false,98,16,17,4,5
random,dense_center,84,true,95,17,14,5,2
random,dense_center,85,true,81,17,13,5,2
random,dense_center,86,false,98,16,17,4,5
random,dense_center,87,false,87,16,17,4,5
random,dense_center,88,true,96,17,16,5,4
random,dense_center,89,true,95,17,16,5,4
random,dense_center,90,false,84,15,17,3,5
random,dense_center,91,true,92,17,16,5,4
random,dense_center,92,true,92,17,14,5,2
random,dense_center,93,false,96,16,17,4,5
random,dense_center,94,true,94,17,16,5,4
random,dense_center,95,true,95,17,14,5,2
random,dense_center,96,false,99,16,17,4,5
random,dense_center,97,true,95,17,16,5,4
random,dense_center,98,false,95,14,17,3,5
random,dense_center,99,true,100,17,16,5,4
random,diagonal,0,true,98,17,16,5,4
random,diagonal,1,false,96,16,17,4,5
random,diagonal,2,false,88,15,17,3,5
random,diagonal,3,true,92,17,16,5,4
random,diagonal,4,false,84,15,17,3,5
random,diagonal,5,false,90,14,17,2,5
random,diagonal,6,true,99,17,16,5,4
random,diagonal,7,true,99,17,15,5,3
random,diagonal,8,false,89,14,17,3,5
random,diagonal,9,false,96,16,17,4,5
random,diagonal,10,false,94,15,17,3,5
random,diagonal,11,false,81,14,17,2,5
random,diagonal,12,false,88,15,17,3,5
random,diagonal,13,false,94,16,17,4,5
random,diagonal,14,true,97,17,16,5,4
random,diagonal,15,false,87,13,17,2,5
random,diagonal,16,true,95,17,15,5,3
random,diagonal,17,true,90,17,15,5,3
random,diagonal,18,true,97,17,16,5,4
random,diagonal,19,true,87,17,16,5,4
random,diagonal,20,true,91,17,15,5,3
random,diagonal,21,true,98,17,16,5,4
random,diagonal,22,false,91,15,17,3,5
random,diagonal,23,false,81,13,17,1,5
random,diagonal,24,false,93,15,17,3,5
random,diagonal,25,true,69,17,10,5,1
random,diagonal,26,true,93,17,15,5,3
random,diagonal,27,true,90,17,14,5,2
random,diagonal,28,true,96,17,15,5,3
random,diagonal,29,false,96,16,17,4,5
random,diagonal,30,false,96,16,17,4,5
random,diagonal,31,true,89,17,14,5,3
random,diagonal,32,false,93,16,17,4,5
random,diagonal,33,true,95,17,16,5,4
random,diagonal,34,true,90,17,15,5,4
random,diagonal,35,true,98,17,15,5,3
random,diagonal,36,true,98,17,16,5,4
random,diagonal,37,false,85,13,17,1,5
random,diagonal,38,true,94,17,14,5,2
random,diagonal,39,false,91,16,17,4,5
random,diagonal,40,false,91,15,17,4,5
random,diagonal,41,true,91,17,15,5,3
random,diagonal,42,false,83,13,17,3,5
random,diagonal,43,true,90,17,16,5,4
random,diagonal,44,true,96,17,16,5,4
random,diagonal,45,false,97,16,17,4,5
random,diagonal,46,false,84,12,17,2,5
random,diagonal,47,true,95,17,16,5,4
random,diagonal,48,true,96,17,16,5,4
random,diagonal,49,true,94,17,14,5,3
random,diagonal,50,false,95,16,17,4,5
random,diagonal,51,true,96,17,15,5,3
random,diagonal,52,true,97,17,15,5,3
random,diagonal,53,false,93,16,17,4,5
random,diagonal,54,true,94,17,16,5,4
random,diagonal,55,false,97,14,17,3,5
random,diagonal,56,true,88,17,16,5,4
random,diagonal,57,false,90,15,17,4,5
random,diagonal,58,true,92,17,14,5,2
random,diagonal,59,true,95,17,16,5,4
random,diagonal,60,false,89,15,17,3,5
random,diagonal,61,true,93,17,16,5,4
random,diagonal,62,false,94,16,17,4,5
random,diagonal,63,true,89,17,16,5,4
random,diagonal,64,true,98,17,15,5,3
random,diagonal,65,true,96,17,16,5,4
random,diagonal,66,false,88,15,17,3,5
random,diagonal,67,false,96,15,17,3,5
random,diagonal,68,true,86,17,13,5,2
random,diagonal,69,true,94,17,16,5,4
random,diagonal,70,true,100,17,16,5,4
random,diagonal,71,true,89,17,16,5,4
random,diagonal,72,true,98,17,16,5,4
random,diagonal,73,true,100,17,16,5,4
random,diagonal,74,true,96,17,16,5,4
random,diagonal,75,false,97,16,17,4,5
random,diagonal,76,false,92,15,17,3,5
random,diagonal,77,false,98,16,17,4,5
random,diagonal,78,true,94,17,15,5,3
random,diagonal,79,true,86,17,14,5,2
random,diagonal,80,true,99,17,16,5,4
random,diagonal,81,false,97,16,17,4,5
random,diagonal,82,true,86,17,13,5,2
random,diagonal,83,true,96,17,16,5,4
random,diagonal,84,false,89,14,17,2,5
random,diagonal,85,true,95,17,15,5,3
random,diagonal,86,false,98,16,17,4,5
random,diagonal,87,false,98,16,17,4,5
random,diagonal,88,true,95,17,16,5,4
random,diagonal,89,true,96,17,16,5,4
random,diagonal,90,false,90,15,17,3,5
random,diagonal,91,true,92,17,14,5,2
random,diagonal,92,true,89,17,14,5,2
random,diagonal,93,false,86,15,17,3,5
random,diagonal,94,true,94,17,15,5,3
random,diagonal,95,true,93,17,16,5,4
random,diagonal,96,true,94,17,16,5,4
random,diagonal,97,true,98,17,16,5,4
random,diagonal,98,true,95,17,16,5,4
random,diagonal,99,true,93,17,16,5,4
hunt,random,0,true,51,17,6,5,0
hunt,random,1,true,54,17,12,5,2
hunt,random,2,true,64,17,12,5,1
hunt,random,3,true,62,17,10,5,1
hunt,random,4,true,60,17,9,5,0
hunt,random,5,true,64,17,12,5,1
hunt,random,6,true,39,17,6,5,0
hunt,random,7,true,61,17,11,5,1
hunt,random,8,true,38,17,7,5,0
hunt,random,9,true,51,17,9,5,0
hunt,random,10,true,50,17,9,5,0
hunt,random,11,true,65,17,9,5,1
hunt,random,12,true,57,17,11,5,2
hunt,random,13,true,41,17,9,5,0
hunt,random,14,true,49,17,5,5,0
hunt,random,15,true,45,17,8,5,1
hunt,random,16,true,58,17,10,5,2
hunt,random,17,true,43,17,4,5,0
hunt,random,18,true,65,17,11,5,0
hunt,random,19,true,55,17,10,5,1
hunt,random,20,true,60,17,9,5,0
hunt,random,21,true,65,17,13,5,1
hunt,random,22,true,43,17,4,5,0
hunt,random,23,true,55,17,8,5,0
hunt,random,24,true,47,17,10,5,1
hunt,random,25,true,49,17,9,5,1
hunt,random,26,true,64,17,8,5,0
hunt,random,27,true,51,17,11,5,1
hunt,random,28,true,50,17,8,5,0
hunt,random,29,true,43,17,6,5,0
hunt,random,30,true,47,17,11,5,1
hunt,random,31,true,36,17,2,5,0
hunt,random,32,true,58,17,8,5,0
hunt,random,33,true,40,17,5,5,0
hunt,random,34,true,66,17,11,5,1
hunt,random,35,true,51,17,6,5,0
hunt,random,36,true,53,17,7,5,0
hunt,random,37,true,63,17,13,5,3
hunt,random,38,true,56,17,10,5,1
hunt,random,39,true,38,17,9,5,0
hunt,random,40,true,64,17,10,5,1
hunt,random,41,true,57,17,10,5,0
hunt,random,42,true,67,17,10,5,1
hunt,random,43,true,63,17,11,5,1
hunt,random,44,true,62,17,11,5,0
hunt,random,45,true,61,17,9,5,1
hunt,random,46,true,67,17,10,5,1
hunt,random,47,true,70,17,9,5,0
hunt,random,48,true,50,17,11,5,1
hunt,random,49,true,59,17,10,5,2
hunt,random,50,true,53,17,5,5,0
hunt,random,51,true,52,17,7,5,1
hunt,random,52,true,59,17,8,5,0
hunt,random,53,true,53,17,11,5,1
hunt,random,54,true,51,17,8,5,1
hunt,random,55,true,70,17,12,5,1
hunt,random,56,true,65,17,11,5,2
hunt,random,57,true,53,17,8,5,1
hunt,random,58,true,53,17,6,5,0
hunt,random,59,true,62,17,10,5,0
hunt,random,60,true,53,17,8,5,1
hunt,random,61,true,52,17,9,5,0
hunt,random,62,true,65,17,11,5,0
hunt,random,63,true,43,17,7,5,0
hunt,random,64,true,56,17,10,5,1
hunt,random,65,true,61,17,12,5,1
hunt,random,66,true,61,17,10,5,2
hunt,random,67,true,58,17,7,5,1
hunt,random,68,true,50,17,5,5,0
hunt,random,69,true,55,17,10,5,1
hunt,random,70,true,67,17,8,5,0
hunt,random,71,true,64,17,10,5,1
hunt,random,72,true,47,17,5,5,1
hunt,random,73,true,62,17,13,5,2
hunt,random,74,true,61,17,10,5,0
hunt,random,75,true,71,17,11,5,2
hunt,random,76,true,41,17,4,5,0
hunt,random,77,true,53,17,12,5,1
hunt,random,78,true,59,17,11,5,1
hunt,random,79,true,57,17,9,5,1
hunt,random,80,true,55,17,9,5,0
hunt,random,81,true,53,17,6,5,0
hunt,random,82,true,62,17,12,5,1
hunt,random,83,true,61,17,9,5,0
hunt,random,84,true,59,17,11,5,1
hunt,random,85,true,65,17,8,5,1
hunt,random,86,true,68,17,8,5,0
hunt,random,87,true,64,17,11,5,2
hunt,random,88,true,38,17,8,5,0
hunt,random,89,true,68,17,13,5,2
hunt,random,90,true,50,17,7,5,0
hunt,random,91,true,51,17,9,5,1
hunt,random,92,true,61,17,13,5,3
hunt,random,93,true,54,17,8,5,0
hunt,random,94,true,53,17,6,5,0
hunt,random,95,true,55,17,6,5,0
hunt,random,96,true,65,17,8,5,0
hunt,random,97,true,61,17,11,5,2
hunt,random,98,true,69,17,13,5,1
hunt,random,99,true,67,17,10,5,1
hunt,gaussian,0,true,69,17,12,5,2
hunt,gaussian,1,true,52,17,8,5,0
hunt,gaussian,2,true,50,17,9,5,0
hunt,gaussian,3,true,39,17,7,5,0
hunt,gaussian,4,true,54,17,13,5,3
hunt,gaussian,5,true,66,17,8,5,2
hunt,gaussian,6,true,63,17,11,5,2
hunt,gaussian,7,true,50,17,10,5,0
hunt,gaussian,8,true,37,17,5,5,1
hunt,gaussian,9,true,56,17,10,5,1
hunt,gaussian,10,true,47,17,8,5,0
hunt,gaussian,11,true,60,17,12,5,1
hunt,gaussian,12,true,54,17,11,5,2
hunt,gaussian,13,true,69,17,8,5,0
hunt,gaussian,14,true,57,17,9,5,0
hunt,gaussian,15,true,49,17,8,5,1
hunt,gaussian,16,true,59,17,10,5,1
hunt,gaussian,17,true,42,17,10,5,2
hunt,gaussian,18,true,58,17,9,5,1
hunt,gaussian,19,true,56,17,11,5,1
hunt,gaussian,20,true,65,17,9,5,1
hunt,gaussian,21,true,55,17,9,5,0
hunt,gaussian,22,true,63,17,9,5,1
hunt,gaussian,23,true,56,17,10,5,0
hunt,gaussian,24,true,35,17,6,5,0
hunt,gaussian,25,true,49,17,9,5,1
hunt,gaussian,26,true,54,17,8,5,0
hunt,gaussian,27,true,67,17,10,5,1
hunt,gaussian,28,true,61,17,8,5,1
hunt,gaussian,29,true,47,17,8,5,1
hunt,gaussian,30,true,64,17,11,5,2
hunt,gaussian,31,true,51,17,10,5,1
hunt,gaussian,32,true,69,17,13,5,2
hunt,gaussian,33,true,66,17,10,5,1
hunt,gaussian,34,true,67,17,11,5,2
hunt,gaussian,35,true,54,17,9,5,1
hunt,gaussian,36,true,55,17,11,5,0
hunt,gaussian,37,true,52,17,8,5,1
hunt,gaussian,38,true,43,17,7,5,0
hunt,gaussian,39,true,64,17,10,5,1
hunt,gaussian,40,true,69,17,11,5,1
hunt,gaussian,41,true,30,17,6,5,0
hunt,gaussian,42,true,48,17,11,5,1
hunt,gaussian,43,true,57,17,8,5,2
hunt,gaussian,44,true,57,17,9,5,1
hunt,gaussian,45,true,62,17,9,5,0
hunt,gaussian,46,true,50,17,9,5,1
hunt,gaussian,47,true,56,17,12,5,2
hunt,gaussian,48,true,42,17,9,5,0
hunt,gaussian,49,true,63,17,10,5,0
hunt,gaussian,50,true,52,17,8,5,0
hunt,gaussian,51,true,69,17,14,5,2
hunt,gaussian,52,true,67,17,13,5,2
hunt,gaussian,53,true,50,17,10,5,1
hunt,gaussian,54,true,50,17,11,5,0
hunt,gaussian,55,true,41,17,8,5,1
hunt,gaussian,56,true,43,17,10,5,0
hunt,gaussian,57,true,36,17,7,5,1
hunt,gaussian,58,true,46,17,8,5,1
hunt,gaussian,59,true,66,17,16,5,4
hunt,gaussian,60,true,66,17,12,5,2
hunt,gaussian,61,true,39,17,6,5,0
hunt,gaussian,62,true,59,17,10,5,0
hunt,gaussian,63,true,62,17,12,5,1
hunt,gaussian,64,true,68,17,11,5,2
hunt,gaussian,65,true,49,17,7,5,0
hunt,gaussian,66,true,69,17,12,5,0
hunt,gaussian,67,true,58,17,13,5,2
hunt,gaussian,68,true,57,17,8,5,1
hunt,gaussian,69,true,62,17,12,5,2
hunt,gaussian,70,true,48,17,8,5,1
hunt,gaussian,71,true,46,17,9,5,1
hunt,gaussian,72,true,54,17,10,5,0
hunt,gaussian,73,true,67,17,11,5,1
hunt,gaussian,74,true,50,17,8,5,1
hunt,gaussian,75,true,60,17,11,5,2
hunt,gaussian,76,true,62,17,11,5,1
hunt,gaussian,77,true,41,17,10,5,1
hunt,gaussian,78,true,49,17,7,5,1
hunt,gaussian,79,true,61,17,9,5,1
hunt,gaussian,80,true,59,17,13,5,2
hunt,gaussian,81,true,50,17,7,5,0
hunt,gaussian,82,true,47,17,7,5,0
hunt,gaussian,83,true,69,17,12,5,2
hunt,gaussian,84,true,43,17,5,5,0
hunt,gaussian,85,true,62,17,8,5,0
hunt,gaussian,86,true,57,17,12,5,2
hunt,gaussian,87,true,60,17,8,5,0
hunt,gaussian,88,true,34,17,4,5,0
hunt,gaussian,89,true,46,17,9,5,0
hunt,gaussian,90,true,45,17,8,5,0
hunt,gaussian,91,true,49,17,7,5,1
hunt,gaussian,92,true,64,17,10,5,1
hunt,gaussian,93,true,48,17,9,5,0
hunt,gaussian,94,true,33,17,8,5,1
hunt,gaussian,95,true,64,17,9,5,2
hunt,gaussian,96,true,57,17,9,5,1
hunt,gaussian,97,true,50,17,6,5,0
hunt,gaussian,98,true,63,17,12,5,1
hunt,gaussian,99,true,49,17,4,5,0
hunt,spread,0,true,46,17,11,5,1
hunt,spread,1,true,52,17,7,5,0
hunt,spread,2,true,52,17,11,5,0
hunt,spread,3,true,67,17,12,5,1
hunt,spread,4,true,55,17,8,5,1
hunt,spread,5,true,62,17,11,5,0
hunt,spread,6,true,51,17,11,5,1
hunt,spread,7,true,61,17,15,5,3
hunt,spread,8,true,65,17,12,5,2
hunt,spread,9,true,62,17,12,5,1
hunt,spread,10,true,52,17,7,5,0
hunt,spread,11,true,53,17,7,5,0
hunt,spread,12,true,68,17,12,5,2
hunt,spread,13,true,59,17,11,5,1
hunt,spread,14,true,66,17,11,5,1
hunt,spread,15,true,70,17,12,5,2
hunt,spread,16,true,66,17,11,5,0
hunt,spread,17,true,54,17,10,5,1
hunt,spread,18,true,67,17,12,5,2
hunt,spread,19,true,51,17,7,5,1
hunt,spread,20,true,66,17,10,5,1
hunt,spread,21,true,54,17,8,5,0
hunt,spread,22,true,53,17,9,5,0
hunt,spread,23,true,55,17,10,5,2
hunt,spread,24,true,53,17,6,5,0
hunt,spread,25,true,65,17,11,5,1
hunt,spread,26,true,69,17,10,5,1
hunt,spread,27,true,55,17,8,5,1
hunt,spread,28,true,69,17,8,5,0
hunt,spread,29,true,59,17,9,5,1
hunt,spread,30,true,68,17,11,5,1
hunt,spread,31,true,57,17,12,5,3
hunt,spread,32,true,71,17,10,5,1
hunt,spread,33,true,42,17,7,5,0
hunt,spread,34,true,40,17,5,5,0
hunt,spread,35,true,61,17,8,5,1
hunt,spread,36,true,58,17,13,5,1
hunt,spread,37,true,57,17,10,5,1
hunt,spread,38,true,53,17,8,5,1
hunt,spread,39,true,52,17,7,5,2
hunt,spread,40,true,62,17,9,5,1
hunt,spread,41,true,59,17,11,5,1
hunt,spread,42,true,52,17,11,5,0
hunt,spread,43,true,64,17,11,5,2
hunt,spread,44,true,60,17,10,5,1
hunt,spread,45,true,65,17,8,5,0
hunt,spread,46,true,61,17,10,5,1
hunt,spread,47,true,49,17,8,5,1
hunt,spread,48,true,68,17,11,5,1
hunt,spread,49,true,70,17,7,5,0
hunt,spread,50,true,58,17,9,5,0
hunt,spread,51,true,62,17,7,5,0
hunt,spread,52,true,63,17,11,5,0
hunt,spread,53,true,47,17,7,5,0
hunt,spread,54,true,45,17,9,5,0
hunt,spread,55,true,49,17,7,5,1
hunt,spread,56,true,60,17,7,5,0
hunt,spread,57,true,58,17,8,5,0
hunt,spread,58,true,59,17,12,5,2
hunt,spread,59,true,48,17,6,5,0
hunt,spread,60,true,54,17,7,5,0
hunt,spread,61,true,63,17,9,5,1
hunt,spread,62,true,48,17,8,5,1
hunt,spread,63,true,66,17,12,5,1
hunt,spread,64,true,58,17,6,5,0
hunt,spread,65,true,66,17,10,5,2
hunt,spread,66,true,54,17,6,5,0
hunt,spread,67,true,60,17,11,5,2
hunt,spread,68,true,65,17,12,5,2
hunt,spread,69,true,63,17,12,5,2
hunt,spread,70,true,58,17,11,5,0
hunt,spread,71,true,60,17,11,5,1
hunt,spread,72,true,44,17,9,5,0
hunt,spread,73,true,54,17,8,5,0
hunt,spread,74,true,61,17,11,5,1
hunt,spread,75,true,58,17,10,5,1
hunt,spread,76,true,61,17,10,5,1
hunt,spread,77,true,47,17,6,5,0
hunt,spread,78,true,48,17,6,5,0
hunt,spread,79,true,53,17,10,5,0
hunt,spread,80,true,65,17,11,5,1
hunt,spread,81,true,50,17,8,5,1
hunt,spread,82,true,51,17,9,5,1
hunt,spread,83,true,56,17,9,5,1
hunt,spread,84,true,63,17,15,5,3
hunt,spread,85,true,58,17,9,5,0
hunt,spread,86,true,66,17,12,5,1
hunt,spread,87,true,64,17,9,5,1
hunt,spread,88,true,60,17,10,5,0
hunt,spread,89,true,53,17,12,5,1
hunt,spread,90,true,62,17,11,5,1
hunt,spread,91,true,62,17,11,5,1
hunt,spread,92,true,47,17,6,5,0
hunt,spread,93,true,67,17,12,5,1
hunt,spread,94,true,64,17,11,5,1
hunt,spread,95,true,53,17,5,5,0
hunt,spread,96,true,56,17,10,5,1
hunt,spread,97,true,54,17,11,5,1
hunt,spread,98,true,48,17,9,5,1
hunt,spread,99,true,49,17,8,5,1
hunt,edges,0,true,54,17,8,5,0
hunt,edges,1,true,56,17,11,5,0
hunt,edges,2,true,66,17,13,5,2
hunt,edges,3,true,56,17,11,5,0
hunt,edges,4,true,46,17,9,5,0
hunt,edges,5,true,60,17,10,5,0
hunt,edges,6,true,65,17,14,5,3
hunt,edges,7,true,38,17,9,5,1
hunt,edges,8,true,55,17,8,5,2
hunt,edges,9,true,61,17,7,5,1
hunt,edges,10,true,46,17,8,5,1
hunt,edges,11,true,43,17,5,5,0
hunt,edges,12,true,62,17,8,5,0
hunt,edges,13,true,65,17,7,5,0
hunt,edges,14,true,58,17,10,5,2
hunt,edges,15,true,53,17,10,5,1
hunt,edges,16,true,52,17,8,5,0
hunt,edges,17,true,54,17,10,5,1
hunt,edges,18,true,63,17,12,5,2
hunt,edges,19,true,56,17,6,5,0
hunt,edges,20,true,57,17,11,5,2
hunt,edges,21,true,32,17,5,5,0
hunt,edges,22,true,61,17,11,5,1
hunt,edges,23,true,45,17,8,5,0
hunt,edges,24,true,63,17,8,5,1
hunt,edges,25,true,41,17,7,5,0
hunt,edges,26,true,57,17,11,5,2
hunt,edges,27,true,39,17,4,5,0
hunt,edges,28,true,59,17,12,5,2
hunt,edges,29,true,53,17,11,5,3
hunt,edges,30,true,48,17,6,5,0
hunt,edges,31,true,54,17,14,5,3
hunt,edges,32,true,44,17,8,5,0
hunt,edges,33,true,67,17,13,5,1
hunt,edges,34,true,30,17,4,5,0
hunt,edges,35,true,54,17,8,5,0
hunt,edges,36,true,64,17,11,5,0
hunt,edges,37,true,49,17,9,5,1
hunt,edges,38,true,55,17,13,5,2
hunt,edges,39,true,52,17,9,5,0
hunt,edges,40,true,60,17,10,5,0
hunt,edges,41,true,53,17,9,5,0
hunt,edges,42,true,55,17,9,5,1
hunt,edges,43,true,47,17,8,5,1
hunt,edges,44,true,56,17,10,5,1
hunt,edges,45,true,64,17,10,5,0
hunt,edges,46,true,61,17,7,5,0
hunt,edges,47,true,55,17,10,5,1
hunt,edges,48,true,53,17,4,5,0
hunt,edges,49,true,49,17,7,5,1
hunt,edges,50,true,39,17,7,5,0
hunt,edges,51,true,57,17,5,5,0
hunt,edges,52,true,53,17,14,5,2
hunt,edges,53,true,53,17,14,5,3
hunt,edges,54,true,59,17,13,5,3
hunt,edges,55,true,62,17,9,5,1
hunt,edges,56,true,58,17,11,5,0
hunt,edges,57,true,63,17,10,5,1
hunt,edges,58,true,46,17,6,5,0
hunt,edges,59,true,57,17,8,5,1
hunt,edges,60,true,57,17,9,5,0
hunt,edges,61,true,66,17,12,5,2
hunt,edges,62,true,58,17,10,5,1
hunt,edges,63,true,66,17,8,5,0
hunt,edges,64,true,58,17,5,5,0
hunt,edges,65,true,43,17,2,5,0
hunt,edges,66,true,59,17,10,5,1
hunt,edges,67,true,47,17,6,5,0
hunt,edges,68,true,64,17,13,5,1
hunt,edges,69,true,54,17,8,5,1
hunt,edges,70,true,53,17,7,5,0
hunt,edges,71,true,44,17,7,5,0
hunt,edges,72,true,66,17,14,5,2
hunt,edges,73,true,54,17,9,5,2
hunt,edges,74,true,53,17,10,5,2
hunt,edges,75,true,39,17,4,5,0
hunt,edges,76,true,33,17,5,5,0
hunt,edges,77,true,53,17,10,5,1
hunt,edges,78,true,29,17,7,5,0
hunt,edges,79,true,59,17,9,5,1
hunt,edges,80,true,53,17,11,5,1
hunt,edges,81,true,46,17,9,5,0
hunt,edges,82,true,62,17,13,5,2
hunt,edges,83,true,68,17,11,5,1
hunt,edges,84,true,61,17,11,5,1
hunt,edges,85,true,57,17,8,5,0
hunt,edges,86,true,60,17,8,5,2
hunt,edges,87,true,63,17,10,5,1
hunt,edges,88,true,63,17,8,5,2
hunt,edges,89,true,63,17,11,5,1
hunt,edges,90,true,59,17,10,5,0
hunt,edges,91,true,52,17,7,5,0
hunt,edges,92,true,60,17,10,5,2
hunt,edges,93,true,61,17,10,5,0
hunt,edges,94,true,60,17,10,5,2
hunt,edges,95,true,51,17,10,5,1
hunt,edges,96,true,62,17,7,5,1
hunt,edges,97,true,54,17,12,5,1
hunt,edges,98,true,45,17,4,5,0
hunt,edges,99,true,58,17,12,5,2
hunt,corners,0,true,52,17,9,5,0
hunt,corners,1,true,44,17,6,5,0
hunt,corners,2,true,66,17,10,5,2
hunt,corners,3,true,39,17,6,5,0
hunt,corners,4,true,58,17,11,5,1
hunt,corners,5,true,48,17,8,5,1
hunt,corners,6,true,44,17,7,5,0
hunt,corners,7,true,48,17,6,5,0
hunt,corners,8,true,65,17,10,5,0
hunt,corners,9,true,53,17,9,5,1
hunt,corners,10,true,53,17,10,5,1
hunt,corners,11,true,66,17,7,5,0
hunt,corners,12,true,49,17,8,5,0
hunt,corners,13,true,49,17,6,5,0
hunt,corners,14,true,59,17,11,5,1
hunt,corners,15,true,44,17,11,5,0
hunt,corners,16,true,62,17,11,5,1
hunt,corners,17,true,66,17,12,5,1
hunt,corners,18,true,55,17,7,5,0
hunt,corners,19,true,58,17,10,5,1
hunt,corners,20,true,54,17,9,5,1
hunt,corners,21,true,41,17,7,5,0
hunt,corners,22,true,46,17,10,5,1
hunt,corners,23,true,63,17,10,5,1
hunt,corners,24,true,49,17,10,5,0
hunt,corners,25,true,43,17,8,5,0
hunt,corners,26,true,58,17,9,5,0
hunt,corners,27,true,56,17,9,5,2
hunt,corners,28,true,54,17,11,5,3
hunt,corners,29,true,50,17,10,5,1
hunt,corners,30,true,62,17,7,5,1
hunt,corners,31,true,56,17,5,5,0
hunt,corners,32,true,60,17,12,5,2
hunt,corners,33,true,54,17,8,5,0
hunt,corners,34,true,50,17,9,5,1
hunt,corners,35,true,54,17,9,5,0
hunt,corners,36,true,60,17,11,5,1
hunt,corners,37,true,41,17,11,5,2
hunt,corners,38,true,58,17,8,5,0
hunt,corners,39,true,63,17,13,5,2
hunt,corners,40,true,36,17,7,5,1
hunt,corners,41,true,41,17,7,5,1
hunt,corners,42,true,59,17,6,5,1
hunt,corners,43,true,64,17,13,5,2
hunt,corners,44,true,63,17,10,5,1
hunt,corners,45,true,61,17,10,5,1
hunt,corners,46,true,45,17,9,5,1
hunt,corners,47,true,47,17,7,5,0
hunt,corners,48,true,56,17,8,5,0
hunt,corners,49,true,61,17,10,5,0
hunt,corners,50,true,60,17,9,5,1
hunt,corners,51,true,56,17,9,5,0
hunt,corners,52,true,43,17,8,5,0
hunt,corners,53,true,42,17,5,5,0
hunt,corners,54,true,42,17,5,5,1
hunt,corners,55,true,64,17,13,5,1
hunt,corners,56,true,54,17,11,5,0
hunt,corners,57,true,50,17,10,5,0
hunt,corners,58,true,61,17,9,5,0
