game,agent_won,player_won,agent_sunk,player_sunk,agent_hit,player_hit,turns
947,false,false,5,3,17,11,62
948,false,true,4,5,16,17,100
949,false,true,4,5,15,17,77
950,false,false,5,1,17,8,47
951,false,true,4,5,16,17,119
952,false,true,4,5,15,17,80
953,false,false,5,3,17,13,80
954,false,true,4,5,15,17,80
955,false,true,3,5,12,17,66
956,false,true,3,5,12,17,65
957,false,false,5,4,17,15,115
958,false,true,4,5,15,17,73
959,false,true,4,5,16,17,84
960,false,false,5,3,17,14,70
961,false,true,4,5,14,17,60
962,false,false,5,4,17,15,92
963,false,true,4,5,15,17,77
964,false,false,5,4,17,13,81
965,false,false,5,4,17,16,87
966,false,true,4,5,15,17,89
967,false,false,5,3,17,12,53
968,false,true,3,5,11,17,61
969,false,false,5,3,17,12,64
970,false,false,5,4,17,14,99
971,false,false,5,4,17,16,81
972,false,false,5,3,17,13,71
973,false,true,2,5,8,17,47
974,false,false,5,4,17,15,70
975,false,false,5,4,17,15,109
976,false,false,5,4,17,15,64
977,false,true,3,5,13,17,61
978,false,false,5,3,17,15,41
979,false,false,5,3,17,12,70
980,false,false,5,4,17,15,107
981,false,true,3,5,12,17,83
982,false,false,5,3,17,11,84
983,false,false,5,4,17,14,86
984,false,true,4,5,15,17,90
985,false,true,1,5,7,17,49
986,false,false,5,4,17,15,71
987,false,true,3,5,13,17,94
988,false,true,4,5,15,17,95
989,false,true,4,5,15,17,88
990,false,true,3,5,11,17,62
991,false,false,5,4,17,15,76
992,false,false,5,3,17,11,83
993,false,false,5,3,17,12,67
994,false,false,5,4,17,15,117
995,false,true,4,5,15,17,108
996,false,false,5,4,17,15,102
997,false,true,3,5,11,17,50
998,false,false,5,3,17,12,84
999,false,false,5,4,17,14,81
1000,false,true,3,5,12,17,51
